Points:0,Points:1,Points:2
12.0286,0.437432,0.0472465
12.0284,0.446218,0.0734245
12.0287,0.441134,0.0543804
12.029,0.44348,0.0607947
12.0289,0.44698,0.0773139
12.0291,0.444947,0.0664084
12.0293,0.446004,0.0712492
12.0296,0.446793,0.0753118
12.0298,0.447406,0.07893
12.0311,0.42813,0.0322989
12.0308,0.439822,0.0507411
12.0305,0.445749,0.0688271
12.0308,0.442776,0.057573
12.0307,0.444578,0.0635685
12.0306,0.446639,0.0733484
12.0312,0.435428,0.0432649
12.0308,0.447333,0.0772322
12.0317,0.446443,0.0711317
12.0317,0.447763,0.0788565
12.0318,0.447201,0.0753123
12.032,0.445478,0.066252
12.0325,0.444102,0.0605875
12.0327,0.441816,0.0541486
12.0327,0.447688,0.077155
12.0328,0.447051,0.0732866
12.0335,0.438209,0.0469389
12.0333,0.446271,0.0687784
12.034,0.433169,0.0390046
12.0336,0.44812,0.0787831
12.0338,0.447587,0.075299
12.034,0.445214,0.0635946
12.0344,0.445903,0.0660641
12.0346,0.443443,0.0573499
12.0344,0.446962,0.0711779
12.0346,0.448043,0.0770797
12.0354,0.440708,0.0507168
12.0351,0.447492,0.0733479
12.0356,0.445223,0.0624086
12.0355,0.448477,0.0787096
12.0365,0.436255,0.0429364
12.036,0.448007,0.0753281
12.0361,0.446898,0.0692287
12.0371,0.430702,0.0343955
12.0365,0.4484,0.0770056
12.0367,0.446475,0.0666786
12.037,0.444443,0.0589283
12.0378,0.428514,0.0309268
12.0373,0.442776,0.0543129
12.0374,0.447957,0.0734432
12.0374,0.448834,0.0786361
12.0378,0.445986,0.0637606
12.0377,0.447618,0.0712837
12.0381,0.448443,0.075464
12.0386,0.439209,0.0469412
12.0386,0.447315,0.0688389
12.0386,0.448827,0.0772379
12.039,0.445362,0.0606157
12.0398,0.434056,0.0386483
12.0394,0.448281,0.0731492
12.0398,0.441621,0.0508051
12.0393,0.449191,0.0785626
12.0396,0.446935,0.0661918
12.0404,0.444549,0.0572951
12.0402,0.44804,0.0709528
12.0404,0.449126,0.0768944
12.0407,0.448851,0.0748818
12.0409,0.446483,0.0633247
12.0414,0.437355,0.0431308
12.0413,0.447761,0.0685365
12.0413,0.449547,0.0784892
12.0418,0.448707,0.0729099
12.0426,0.440179,0.0472383
12.0425,0.443536,0.0537199
