ID,Points:0,Points:1
29.162,0.124532,0.0699269
29.1887,0.12367,0.0694582
29.2153,0.122808,0.0689892
29.2416,0.121947,0.0685199
29.2678,0.121087,0.0680505
29.2938,0.120228,0.067581
29.3196,0.119371,0.0671114
29.3452,0.118517,0.0666418
29.3706,0.117664,0.0661722
29.3959,0.116814,0.0657028
29.421,0.115967,0.0652334
29.4459,0.115123,0.0647643
29.4706,0.114283,0.0642956
29.4951,0.113447,0.0638271
29.5195,0.112614,0.0633589
29.5437,0.111786,0.0628912
29.5677,0.110962,0.0624239
29.5915,0.110143,0.0619572
29.6152,0.109328,0.061491
29.6387,0.108518,0.0610253
29.662,0.107714,0.0605603
29.6852,0.106915,0.0600959
29.7081,0.106122,0.0596323
29.731,0.105334,0.0591693
29.7536,0.104552,0.0587071
29.7761,0.103776,0.0582458
29.7985,0.103006,0.0577852
29.8206,0.102242,0.0573254
29.8427,0.101484,0.0568665
29.8645,0.100733,0.0564086
29.8862,0.0999885,0.0559516
29.9078,0.0992503,0.0554956
29.9291,0.0985188,0.0550405
29.9504,0.0977939,0.0545864
29.9715,0.0970759,0.0541334
29.9924,0.0963648,0.0536814
30.0132,0.0956605,0.0532305
30.0338,0.0949632,0.0527806
30.0543,0.0942729,0.0523319
30.0747,0.0935897,0.0518843
30.0949,0.0929137,0.0514379
30.1149,0.0922447,0.0509926
30.1349,0.0915828,0.0505484
30.1546,0.0909282,0.0501055
30.1743,0.0902807,0.0496637
30.1938,0.0896405,0.0492231
30.2131,0.0890075,0.0487838
30.2324,0.0883819,0.0483457
30.2515,0.0877634,0.0479088
30.2705,0.0871522,0.0474732
30.2893,0.0865483,0.0470388
30.308,0.0859515,0.0466056
30.3266,0.085362,0.0461737
30.345,0.0847797,0.0457431
30.3634,0.0842048,0.0453137
30.3816,0.083637,0.0448857
30.3997,0.0830763,0.0444588
30.4176,0.0825229,0.0440333
30.4355,0.0819766,0.0436091
30.4532,0.0814375,0.0431862
30.4708,0.0809046,0.0427638
30.4884,0.0803783,0.0423424
30.5058,0.0798567,0.0419207
30.5233,0.0793391,0.0414987
30.5407,0.0788252,0.0410765
30.558,0.0783146,0.040654
